#Dataset: MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2015_v1
#Variable: meanpr
#Area: sea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-16
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","SEA","full_domain"
"2046-07",7.653,12.695
"2046-08",5.827,9.184
"2046-09",7.817,9.839
"2046-10",8.321,6.431
"2046-11",8.529,6.809
"2046-12",9.196,6.594
"2047-01",12.359,7.904
"2047-02",10.998,5.831
"2047-03",11.332,5.428
"2047-04",15.022,7.813
"2047-05",15.035,11.926
"2047-06",12.062,11.204
"2047-07",12.975,14.599
"2047-08",10.365,12.841
"2047-09",7.836,11.159
"2047-10",9.356,9.413
"2047-11",10.537,8.647
"2047-12",10.658,8.393
"2048-01",14.968,9.745
"2048-02",13.088,7.426
"2048-03",14.24,7.835
"2048-04",15.797,9.351
"2048-05",15.194,11.003
"2048-06",10.899,12.44
"2048-07",9.829,11.156
"2048-08",8.939,10.237
"2048-09",7.267,9.619
"2048-10",9.878,7.869
"2048-11",8.85,7.053
"2048-12",10.569,7.838
"2049-01",12.302,7.411
"2049-02",13.229,7.042
"2049-03",12.551,7.575
"2049-04",15.09,8.317
"2049-05",11.547,8.174
"2049-06",12.115,11.719
"2049-07",10.168,11.365
"2049-08",10.72,12.98
"2049-09",9.26,11.817
"2049-10",9.778,7.906
"2049-11",13.272,11.047
"2049-12",11.821,9.428
"2050-01",14.522,10.946
"2050-02",14.598,9.043
"2050-03",12.426,9.031
"2050-04",11.038,9.774
"2050-05",16.494,14.006
"2050-06",12.714,13.024
"2050-07",10.074,13.759
"2050-08",7.865,9.983
"2050-09",9.388,10.529
"2050-10",10.047,9.082
"2050-11",10.855,8.991
"2050-12",13.951,10.35
"2051-01",16.424,10.754
"2051-02",15.885,10.004
"2051-03",12.561,8.331
"2051-04",16.424,10.243
"2051-05",17.023,13.877
"2051-06",14.471,10.786
"2051-07",9.943,14.551
"2051-08",7.307,11.208
"2051-09",10.57,11.09
"2051-10",10.62,10.153
"2051-11",13.446,10.674
"2051-12",12.666,8.497
"2052-01",14.957,8.676
"2052-02",11.879,6.976
"2052-03",11.537,5.443
"2052-04",12.185,9.191
"2052-05",16.252,11.392
"2052-06",18.474,14.876
"2052-07",12.606,14.883
"2052-08",10.169,12.944
"2052-09",11.84,12.413
"2052-10",10.187,9.383
"2052-11",11.36,9.899
"2052-12",11.219,9.862
"2053-01",14.854,9.201
"2053-02",12.637,9.126
"2053-03",12.791,8.986
"2053-04",13.95,11.22
"2053-05",14.207,12.972
"2053-06",11.662,10.195
"2053-07",9.713,11.374
"2053-08",7.868,11.161
"2053-09",7.109,9.99
"2053-10",7.452,7.049
"2053-11",8.381,6.631
"2053-12",8.494,6.888
"2054-01",13.95,9.847
"2054-02",14.675,8.086
"2054-03",15.984,10.195
"2054-04",13.421,8.231
"2054-05",17.024,12.266
"2054-06",13.663,11.186
"2054-07",13.256,13.443
"2054-08",10.175,11.743
"2054-09",13.794,11.486
"2054-10",12.7,12.087
"2054-11",10.871,9.931
"2054-12",14.464,12.503
"2055-01",16.02,10.662
"2055-02",15.597,9.668
"2055-03",10.585,6.228
"2055-04",11.793,9.107
"2055-05",14.546,11.96
"2055-06",13.211,12.549
"2055-07",11.401,12.754
"2055-08",12.488,13.196
"2055-09",9.882,10.59
"2055-10",10.11,9.776
"2055-11",10.451,9.477
"2055-12",14.304,11.774
"2056-01",16.716,11.023
"2056-02",17.097,9.247
"2056-03",12.166,6.965
"2056-04",13.037,8.777
"2056-05",17.249,13.204
"2056-06",17.217,12.713
"2056-07",11.754,15.121
"2056-08",10.374,12.614
"2056-09",11.459,12.403
"2056-10",11.625,11.175
"2056-11",11.702,9.406
"2056-12",12.554,8.788
"2057-01",17.028,9.528
"2057-02",17.89,11.105
"2057-03",15.316,7.571
"2057-04",13.528,7.559
"2057-05",14.001,11.464
"2057-06",11.277,11.178
"2057-07",10.343,12.668
"2057-08",7.163,8.839
"2057-09",6.037,8.166
"2057-10",10.387,7.574
"2057-11",9.202,6.413
"2057-12",10.183,7.422
"2058-01",15.59,10.507
"2058-02",13.484,7.099
"2058-03",15.134,8.808
"2058-04",12.039,8.394
"2058-05",16.08,11.795
"2058-06",14.577,11.742
"2058-07",12.69,11.821
"2058-08",9.686,11.307
"2058-09",9.177,10.074
"2058-10",8.666,9.799
"2058-11",7.049,5.988
"2058-12",8.598,6.896
"2059-01",14.851,9.655
"2059-02",11.768,6.618
