#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-SAM
#Experiment: historical
#Model: MPI-M-MPI-ESM-LR_r1i1p1_SMHI-RCA4_v3
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: land only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-15
"date","SCA","NWS","NSA","NES","SAM","SWS","SES","SSA","full_domain"
"1992-08",12.212,4.315,3.605,1.085,0.314,3.806,0.908,3.354,2.445
"1992-09",9.615,5.424,3.862,1.043,0.923,2.937,0.649,3.035,2.544
"1992-10",13.404,6.374,5.775,3.989,7.623,3.439,1.601,3.162,4.92
"1992-11",17.422,5.179,9.222,8.338,7.34,2.635,2.366,3.478,6.427
"1992-12",6.693,4.718,7.123,11.723,8.875,2.515,2.702,4.098,6.452
"1993-01",5.782,4.705,5.618,10.712,8.822,3.119,2.544,3.43,5.885
"1993-02",4.838,5.48,4.353,6.972,8.752,4.682,3.471,4.1,5.402
"1993-03",4.15,7.472,6.129,9.967,7.583,3.087,1.432,3.099,5.73
"1993-04",3.806,6.476,7.17,9.083,7.15,2.563,1.815,3.575,5.723
"1993-05",10.737,5.554,9.505,3.652,1.504,2.578,1.116,4.111,4.531
"1993-06",12.808,3.107,4.019,2.163,0.264,3.84,1.011,2.173,2.54
"1993-07",14.493,2.578,3.039,1.461,0.109,3.895,0.441,2.498,2.059
"1993-08",13.208,3.458,3.904,1.522,0.083,3.161,0.479,3.079,2.332
"1993-09",16.349,7.16,5.119,1.31,2.158,2.776,1.263,2.551,3.516
"1993-10",15.493,7.839,5.989,3.406,6.041,2.271,2.846,3.356,5.041
"1993-11",8.682,5.241,8.397,8.015,9.556,3.46,2.567,3.687,6.444
"1993-12",6.643,5.364,6.895,11.453,8.212,4.077,3.466,3.474,6.55
"1994-01",5.037,4.153,4.083,11.803,8.77,4.563,4.996,3.705,6.194
"1994-02",4.589,5.65,2.766,7.329,8.971,3.831,3.583,3.854,5.081
"1994-03",3.452,7.149,5.677,11.669,8.558,2.826,2.316,3.459,6.156
"1994-04",5.294,7.297,8.075,6.253,4.189,2.833,1.633,3.359,5.159
"1994-05",8.972,6.784,8.944,3.89,1.386,5.906,1.203,2.939,4.683
