#Dataset: ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1
#Variable: meanpr
#Area: land
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-03-05
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","GIC","NWN","NEN","NEU","EEU","RAR","WSB","ESB","RFE","ARO","full_domain"
"2021-10",1.963,2.716,1.619,2.598,3.853,1.477,4.766,0.865,1.954,1.509,2.004
"2021-11",1.249,1.102,1.052,2.93,1.716,1.266,2.66,0.62,1.972,1.248,1.454
"2021-12",0.895,1.396,0.375,2.618,2.601,1.099,3.528,0.499,1.044,1.408,1.273
"2022-01",0.925,1.217,0.478,1.794,1.808,0.689,1.493,0.234,1.21,0.808,0.985
"2022-02",0.91,1.331,0.266,1.62,2.223,0.52,2.02,0.371,0.781,0.871,0.924
"2022-03",0.912,1.082,0.683,1.807,1.494,0.658,1.898,0.297,1.594,0.633,0.972
"2022-04",1.14,1.183,0.678,1.289,3.109,1.14,4.665,0.413,1.533,1.273,1.188
"2022-05",0.867,1.612,0.303,2.691,2.947,1.14,3.512,2,1.4,0.847,1.32
"2022-06",1.131,1.848,0.489,1.846,5.782,1.512,10.702,0.583,2.68,0.848,1.597
"2022-07",1.297,1.888,1.384,2.079,3.834,1.764,9.949,1.49,1.295,1.395,1.71
"2022-08",1.755,2.751,1.698,3.02,2.981,2.154,7.013,1.677,2.289,1.452,2.251
"2022-09",1.79,2.789,1.157,1.913,3.274,1.758,6.094,0.792,2.257,1.43,2.022
"2022-10",1.718,2.06,1.373,2.698,3.334,1.395,4.743,0.593,0.82,1.427,1.754
"2022-11",1.026,1.553,0.869,3.74,3.372,1.15,4.958,0.677,0.875,0.868,1.514
"2022-12",0.975,1.462,0.385,2.458,1.321,0.708,1.176,1.045,1.296,1.087,1.133
"2023-01",1.23,1.725,0.251,3.756,2.641,0.902,2.421,0.534,0.577,1.375,1.397
"2023-02",0.837,1.034,0.553,2.156,0.94,0.951,1.711,0.468,1.026,1.529,1.062
"2023-03",0.893,1.027,0.508,2.772,3.379,1.063,3.689,0.957,0.92,1.013,1.215
"2023-04",1.177,0.987,0.499,1.632,2.102,0.803,5.386,1.026,0.865,1.382,1.033
"2023-05",0.999,1.26,0.4,2.208,1.91,1.181,3.112,2.652,1.741,1.242,1.265
"2023-06",1.32,1.288,0.715,1.658,2.861,1.461,3.37,1.314,2.395,1.256,1.462
"2023-07",1.93,2.54,1.499,2.862,3.344,1.658,3.581,4.221,1.894,1.224,2.019
"2023-08",1.541,2.505,1.888,2.829,3.363,1.649,6.784,2.94,2.336,1.947,2.051
"2023-09",1.853,2.452,1.39,2.543,3.654,2.266,6.191,2.257,3.483,1.473,2.281
"2023-10",1.432,2.191,0.83,2.37,3.584,1.358,4.577,1.029,1.918,1.763,1.649
"2023-11",1.335,1.286,0.729,1.889,1.589,1.365,2.483,0.911,1.988,0.75,1.388
"2023-12",1.015,1.171,0.986,2.08,2.43,0.851,2.219,0.516,0.763,0.7,1.136
"2024-01",1.261,0.999,0.272,2.771,1.69,0.929,1.812,0.686,1.217,0.797,1.21
"2024-02",1.056,1.531,0.232,1.763,0.745,0.75,0.836,0.381,1.046,0.621,1.033
"2024-03",0.886,0.681,0.432,1.961,1.85,0.731,2.71,0.578,1.103,0.83,0.918
"2024-04",1.39,0.493,0.365,1.6,2.162,1.088,3.475,0.462,1.62,0.921,1.088
"2024-05",1.358,1.621,0.84,1.492,2.16,1.175,4.164,0.726,1.359,0.844,1.318
"2024-06",1.467,1.428,0.781,2.521,1.456,1.183,3.057,1.063,1.576,1.055,1.424
"2024-07",1.4,2.832,1.767,2.304,0.948,1.472,1.518,4.385,1.9,0.854,1.95
"2024-08",1.408,2.187,1.081,2.723,3.584,2.291,7.439,1.853,2.51,0.71,2.074
"2024-09",2.531,3.346,3.051,2.332,3.095,1.571,4.958,0.712,2.006,0.979,2.338
"2024-10",1.926,2.303,1.398,1.518,3.54,1.568,6.603,1.556,3.328,1.388,1.925
"2024-11",1.585,1.318,0.829,2.913,1.194,1.093,2.095,1.413,1.117,1.305,1.406
"2024-12",1.498,1.564,0.571,1.333,2.666,1.153,4.578,0.774,0.878,1.213,1.326
"2025-01",0.981,1.389,0.358,2.068,2.021,0.848,1.946,0.628,0.542,1.19,1.08
